Age,Flight distance,Inflight Wi-Fi service,Convenient arrival/departure time,Ease of online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Check-in service,Inflight service,Cleanliness,Departure delay in minutes,Gender,Customer type,Type of travel,Eco,Eco plus,Satisfied
63,163,4,4,4,5,3,4,3,3,4,5,4,4,5,3,0,1,0,1,1,0,0
50,679,2,1,2,4,1,4,3,2,2,2,1,1,2,3,0,0,0,0,1,0,1
54,354,3,5,5,5,2,3,4,3,3,3,3,2,3,2,0,1,1,0,1,0,0
17,1089,3,5,3,4,2,3,2,2,3,2,1,3,4,2,0,1,1,0,1,0,0
53,2089,1,1,1,4,5,1,5,5,4,5,2,3,3,5,4,1,0,1,0,1,0
53,349,4,3,3,3,1,5,5,5,5,4,5,3,5,4,0,0,0,0,0,1,0
37,591,3,3,3,3,1,3,1,1,4,2,4,4,3,1,44,1,0,0,0,0,1
52,480,1,2,1,2,3,1,3,3,4,2,2,3,2,3,0,0,0,0,0,0,1
28,164,1,1,1,3,1,1,1,1,1,2,3,4,3,1,0,0,0,0,0,0,1
45,534,1,2,2,2,4,3,4,1,1,1,1,1,1,2,0,0,1,0,0,0,1
29,2153,1,1,4,1,5,5,5,5,4,3,5,5,4,5,25,1,1,0,1,0,1
44,1521,2,1,2,2,5,4,4,4,4,4,4,5,4,4,19,0,0,0,1,0,1
34,2974,4,2,4,4,5,5,4,4,4,4,4,5,4,4,0,0,0,1,1,0,0
46,1576,4,4,4,4,4,5,5,5,3,4,4,5,4,5,167,0,1,0,0,0,1
15,204,5,3,5,3,5,5,5,5,5,3,2,5,2,5,0,1,0,1,1,0,0
27,2419,4,2,2,2,4,5,4,4,2,1,3,2,5,4,0,0,1,0,1,0,0
21,542,2,4,2,4,2,2,2,2,1,5,4,3,3,2,0,1,0,0,0,0,1
41,743,3,3,3,3,4,3,4,4,5,3,4,3,4,4,2,1,0,1,1,0,0
59,1157,3,5,3,4,3,3,3,3,3,3,3,5,5,3,1,0,1,0,1,0,1
27,1056,2,2,2,3,1,2,1,1,1,5,4,2,4,1,24,0,1,0,1,0,0
33,1389,2,2,2,2,5,5,5,5,4,5,5,4,4,5,0,0,0,1,1,0,0
32,646,4,2,4,3,1,4,1,1,1,5,3,4,3,1,0,1,0,0,0,0,1
24,934,4,4,4,2,5,4,5,5,5,2,4,3,5,5,0,1,0,1,1,0,1
58,315,4,1,4,2,1,4,1,1,1,1,3,1,3,1,0,0,0,1,1,0,0
56,175,3,1,3,4,3,4,3,4,4,3,4,4,4,1,0,1,1,0,1,0,0
46,1524,1,1,1,1,4,4,4,5,5,5,5,4,5,4,1,1,0,0,1,0,0
24,200,4,5,4,2,1,4,1,1,5,2,4,4,4,1,0,0,1,0,0,1,0
28,405,3,5,3,1,3,3,3,3,3,3,4,4,5,3,53,1,1,0,0,0,1
16,721,2,2,2,4,3,2,3,3,1,3,3,4,4,3,0,1,0,0,0,0,1
56,550,3,2,3,3,2,3,2,2,4,4,3,1,4,2,0,1,0,1,1,0,0
28,190,3,3,3,4,3,1,1,4,5,3,4,1,1,1,142,1,0,0,1,0,1
23,542,5,0,5,3,2,0,2,2,5,5,4,5,5,2,24,1,0,0,0,0,1
59,2139,1,1,1,1,4,5,5,4,4,5,4,3,4,5,0,1,0,1,1,0,0
65,641,3,4,3,3,1,3,1,1,4,3,4,5,4,1,15,1,0,0,0,0,1
34,993,5,5,3,5,5,5,5,5,5,4,2,1,5,5,56,1,0,0,0,0,1
53,2659,2,2,2,2,5,4,5,5,5,5,4,4,5,3,1,1,0,0,0,0,0
51,1660,3,5,3,4,2,3,1,2,3,4,4,5,5,2,3,1,0,0,1,0,0
51,3748,5,5,5,5,3,5,5,4,4,4,4,4,4,3,24,1,0,0,0,0,1
58,1096,1,1,1,1,2,5,4,4,4,4,4,4,4,4,24,1,0,0,0,0,1
37,529,4,1,1,1,2,3,4,4,4,4,4,3,4,2,0,1,0,0,1,0,1
23,557,1,2,4,2,1,1,2,1,4,4,4,3,3,1,0,0,0,1,1,0,0
59,2352,2,2,2,2,3,4,5,4,4,5,4,5,4,5,21,1,0,1,0,1,0
28,2150,1,1,1,1,4,4,4,4,5,5,1,4,4,4,0,0,1,0,1,0,0
42,139,4,2,2,2,4,4,4,4,2,1,2,5,3,4,0,1,1,0,1,0,0
53,1781,3,5,2,5,2,5,5,3,3,2,3,5,3,3,0,0,0,0,0,0,1
17,414,3,3,4,1,5,4,5,5,1,1,1,3,2,5,4,0,0,0,0,0,1
22,349,1,3,2,3,2,2,3,1,3,3,3,3,4,3,204,0,0,0,0,0,0
56,975,2,2,2,4,2,5,5,3,1,3,3,5,5,5,0,0,0,0,0,0,1
46,1671,1,1,1,1,2,3,4,2,2,2,2,3,2,4,2,0,0,1,0,1,0
33,2039,1,1,1,1,4,4,4,4,4,4,4,4,4,5,15,1,0,0,0,0,1
23,3130,3,3,3,3,3,3,3,3,3,5,2,1,2,3,7,0,0,0,0,1,1
51,2324,5,5,5,5,3,5,4,4,4,4,5,5,4,4,0,0,0,0,0,0,1
65,997,1,5,2,2,2,4,5,5,5,2,1,5,5,4,7,0,1,0,1,0,0
43,867,2,2,2,2,4,5,5,4,4,4,4,4,4,3,29,0,0,0,1,0,1
39,460,4,3,3,3,4,4,4,4,2,4,1,4,4,4,0,1,0,1,1,0,0
45,972,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0,0,1,1,0,0
16,901,1,1,1,3,5,1,5,5,3,4,4,2,4,5,0,1,1,0,1,0,0
36,347,4,3,3,3,4,4,4,4,1,5,2,5,4,4,4,1,0,0,0,0,1
68,456,2,3,2,1,2,2,2,2,4,1,4,2,5,2,25,0,1,0,1,0,0
23,427,2,3,2,4,2,2,2,2,1,2,4,2,4,2,0,0,0,1,1,0,0
22,199,3,5,3,5,5,3,5,5,5,4,4,4,5,5,0,0,0,0,0,0,1
56,2057,3,3,2,3,3,4,4,2,2,2,2,3,2,4,0,0,1,0,1,0,0
22,2454,2,3,3,4,5,2,5,5,3,4,4,1,4,5,14,1,0,1,1,0,1
18,1749,2,2,2,3,3,2,3,3,1,5,2,2,3,3,7,0,0,0,0,0,1
35,2338,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,0,1,1,0,1
29,1269,4,5,5,3,5,5,4,5,2,2,4,3,3,5,26,1,0,0,0,0,1
43,1448,0,4,0,3,3,0,3,3,3,3,1,3,5,3,0,0,0,0,1,0,0
30,1506,1,5,1,1,5,5,5,5,4,5,4,4,5,5,31,0,0,0,0,0,1
40,933,5,4,5,3,1,5,1,1,3,5,5,5,5,1,0,1,0,1,1,0,0
28,2917,1,1,1,1,5,5,5,3,3,4,4,5,5,5,16,1,0,0,0,0,1
32,569,3,1,1,1,3,4,3,3,1,1,3,2,4,3,12,0,0,0,0,0,1
56,2905,2,2,2,2,5,4,4,4,4,4,5,5,4,5,0,0,0,1,1,0,0
20,358,3,5,3,4,4,3,2,4,4,1,3,1,5,4,0,1,0,0,1,0,1
24,833,5,5,2,5,5,5,5,5,3,4,1,5,5,5,34,1,0,0,0,0,1
46,3983,4,4,4,4,4,5,4,4,4,4,4,5,4,5,1,0,1,0,1,0,0
63,226,4,5,4,4,2,4,4,3,3,4,3,5,3,5,15,0,0,0,1,0,0
28,898,0,0,0,4,5,0,5,5,4,2,1,1,3,5,0,0,0,0,0,0,1
39,369,3,3,3,3,5,5,4,5,5,5,5,3,5,5,0,1,0,0,1,0,1
23,1072,3,3,3,2,1,3,1,1,5,2,5,3,5,1,0,1,0,0,0,0,1
48,602,2,3,3,3,4,3,4,2,2,2,2,2,2,3,0,0,0,1,1,0,0
59,1708,0,0,0,2,2,5,5,4,4,4,4,3,4,3,34,1,0,0,0,0,1
41,2139,4,2,2,2,4,4,4,4,3,1,3,1,5,4,18,0,0,0,0,0,1
42,1678,5,5,5,5,3,4,4,5,5,5,5,1,5,1,0,1,0,0,0,0,0
20,946,3,2,3,3,4,3,4,4,3,2,3,1,3,4,0,1,0,0,0,0,0
67,369,2,2,2,2,1,4,3,5,5,5,5,2,5,2,0,1,0,0,0,0,1
50,3955,2,2,2,2,4,5,5,4,4,4,4,5,4,5,59,0,0,0,0,0,0
60,1512,3,3,3,3,4,3,2,3,3,3,3,4,3,4,12,0,0,0,0,0,1
25,1927,2,1,1,1,2,2,2,2,1,2,3,3,4,2,0,0,1,0,1,0,0
49,1964,0,0,0,3,4,5,4,2,2,2,2,5,2,3,0,1,0,0,0,0,1
28,3689,2,1,1,1,2,2,2,2,4,4,3,3,3,2,0,1,0,1,1,0,0
45,1192,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,1,0,0,0,0,0
22,403,1,0,1,4,2,1,5,2,2,1,5,4,4,2,34,1,1,0,0,0,0
45,337,5,5,2,5,3,5,5,4,4,4,4,5,4,4,99,1,0,0,0,0,1
35,482,4,4,4,1,5,4,5,5,3,5,4,1,2,5,0,1,0,1,0,1,0
42,3040,2,3,3,3,1,1,1,2,2,2,2,1,2,4,0,1,0,0,1,0,0
31,1185,3,4,4,1,3,4,3,3,3,1,3,4,3,3,5,1,0,1,1,0,0
44,332,3,3,2,3,3,4,4,4,4,4,4,3,4,3,0,1,0,1,0,1,0
66,954,3,4,2,4,3,2,3,3,3,3,4,4,4,3,0,0,0,1,1,0,0
42,1009,4,1,1,1,4,4,4,4,4,1,2,3,3,4,12,1,0,1,1,0,0
41,937,3,5,3,3,4,3,4,4,4,5,5,3,5,4,7,0,0,0,0,0,0
8,266,1,3,1,2,3,1,3,3,3,1,2,1,2,3,0,0,0,0,0,0,1
43,491,3,3,3,1,4,2,3,5,5,3,5,4,5,4,0,1,0,0,0,0,0
22,468,2,5,2,2,5,2,5,5,2,3,4,3,3,5,0,1,0,1,1,0,0
52,1947,4,2,2,2,1,3,3,4,4,4,4,2,4,1,31,1,1,0,1,0,1
54,2201,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,0,1,0,1,0,1
46,1699,5,1,3,1,2,3,2,5,5,4,5,3,5,4,0,0,0,0,1,0,0
51,416,2,4,2,4,4,2,1,4,4,4,2,4,3,4,0,0,1,0,1,0,0
23,920,4,4,4,3,4,4,4,4,5,4,3,5,4,4,9,1,0,0,0,0,1
46,370,0,5,0,5,2,0,2,2,4,3,4,4,5,2,0,1,0,0,0,0,1
30,602,3,3,3,3,3,3,3,3,3,3,4,1,4,3,0,0,0,1,0,0,0
21,335,2,5,2,2,3,2,3,3,5,5,4,3,5,3,0,1,0,0,0,0,1
50,2409,2,2,2,2,4,4,4,1,4,5,5,4,1,4,67,0,1,0,1,0,0
37,2329,3,3,2,3,1,1,5,4,4,5,4,4,4,1,0,0,0,0,0,0,1
45,549,1,5,1,3,1,1,1,5,4,5,4,1,5,1,170,1,0,1,1,0,0
60,1760,3,3,3,3,4,4,4,4,4,4,4,3,4,3,1,1,0,1,1,0,0
24,184,3,3,3,3,1,3,5,1,4,4,3,1,3,1,0,1,1,0,0,0,0
53,255,0,0,0,2,5,4,4,3,3,3,3,5,3,5,51,0,1,0,0,0,0
48,956,3,4,3,1,5,3,5,5,5,4,4,4,4,5,0,0,0,1,0,1,0
43,315,3,4,4,1,2,4,2,2,1,5,5,4,3,2,0,1,1,0,0,0,0
26,628,2,2,2,4,5,2,5,5,5,2,4,4,5,5,0,0,1,0,0,1,0
65,425,4,4,4,5,4,4,4,4,3,2,4,5,5,4,19,0,1,0,1,0,0
62,1009,2,3,2,4,3,4,1,5,5,2,5,4,5,5,0,0,0,0,1,0,0
28,1389,4,4,4,1,5,4,5,5,3,3,5,3,4,5,0,1,0,1,1,0,1
51,533,3,3,3,3,5,3,5,5,1,5,4,4,4,5,0,1,0,0,1,0,1
43,223,1,0,1,1,5,1,5,5,3,4,5,1,4,5,0,1,0,1,1,0,0
43,363,1,5,5,5,4,3,4,2,2,1,2,2,2,4,28,1,0,1,0,1,0
20,351,5,5,5,5,3,5,3,3,5,3,5,5,5,3,0,0,0,0,0,0,1
43,445,2,5,5,5,2,2,2,2,1,4,2,3,3,2,47,1,1,0,0,0,0
15,270,3,2,5,2,1,5,1,1,3,2,3,4,2,1,7,1,0,0,0,0,1
40,1121,2,4,2,1,5,2,5,5,4,3,4,3,4,5,0,1,0,1,1,0,0
41,2347,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0,0,0,0,0,1
37,272,3,3,3,1,4,3,4,4,3,2,2,2,2,4,0,1,0,0,0,0,1
53,405,2,2,5,2,3,4,5,5,5,5,5,4,5,5,32,0,0,0,0,0,1
26,655,1,1,1,3,4,1,1,4,2,5,4,4,3,4,0,0,1,0,0,1,0
38,181,1,1,1,1,5,1,1,4,4,4,5,4,4,4,0,0,0,0,1,0,0
42,3672,1,1,1,1,3,5,5,4,4,4,4,4,4,3,0,0,0,1,1,0,0
42,3998,3,3,3,3,4,4,4,5,5,5,5,5,5,3,32,0,0,1,1,0,0
25,861,2,2,2,4,3,2,4,3,1,3,4,4,3,3,0,1,1,0,1,0,0
42,1014,3,3,3,3,3,2,1,3,3,3,3,4,3,4,43,0,0,1,1,0,0
20,788,1,4,1,3,2,1,2,2,2,5,3,1,4,2,0,0,0,0,0,0,1
45,2427,1,1,5,1,5,2,1,4,4,5,5,3,4,4,14,1,0,0,0,0,1
19,482,4,2,4,4,5,4,5,5,1,3,3,4,3,5,8,0,0,1,1,0,0
24,709,3,3,3,4,4,3,4,4,5,3,2,5,1,4,0,0,1,0,1,0,0
61,1340,1,5,1,1,5,4,4,2,2,1,2,3,2,3,104,0,1,0,0,1,0
39,3863,1,2,1,1,3,4,5,4,4,4,4,3,4,5,0,0,1,0,1,0,0
49,562,5,5,5,5,2,5,5,5,5,4,5,3,5,4,0,1,0,0,1,0,0
37,190,4,4,4,4,4,1,1,4,3,4,4,1,5,1,258,0,0,1,1,0,1
21,224,3,3,3,3,2,3,2,2,3,4,2,4,1,2,0,1,1,0,0,0,0
27,356,2,2,2,4,5,2,5,5,4,2,3,3,4,5,0,0,0,0,0,0,1
33,328,3,2,3,3,2,3,2,2,1,5,3,3,4,2,6,1,1,0,1,0,0
63,280,2,5,5,5,3,2,3,3,2,4,3,1,4,3,0,1,0,0,0,0,0
70,108,5,4,0,3,4,4,4,3,3,0,3,5,3,5,50,1,0,0,0,0,1
27,920,1,1,1,3,4,1,1,4,5,3,5,5,4,4,0,0,0,0,0,0,0
43,3537,3,3,1,3,2,5,4,3,3,4,3,5,3,3,33,1,0,1,1,0,0
19,1096,3,3,3,3,3,4,4,2,1,3,4,4,2,4,132,0,0,0,0,0,0
62,2349,3,2,2,2,2,4,4,3,3,3,3,4,3,1,2,0,0,0,0,0,0
58,2002,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,1,1,0,1,0,0
30,511,3,1,1,1,3,3,3,3,1,3,3,2,3,3,28,1,0,0,0,0,1
28,73,2,2,2,4,3,2,3,3,4,3,4,2,3,3,0,1,0,0,0,0,1
42,737,4,2,3,2,2,4,4,4,4,3,4,1,4,2,0,0,0,1,0,0,0
23,1590,2,1,5,5,2,2,2,2,3,3,3,4,3,2,0,1,0,0,0,0,0
25,190,1,2,0,4,5,0,5,5,2,4,3,1,3,5,0,0,0,1,0,1,0
35,2506,5,5,4,5,2,5,5,5,5,5,5,3,5,5,0,0,0,1,1,0,0
43,2554,3,3,3,3,3,3,4,4,4,4,4,1,4,2,7,0,0,0,1,0,0
45,733,3,3,2,3,1,4,4,4,4,2,4,4,4,1,30,0,1,0,0,0,0
35,2295,2,5,5,5,4,2,2,2,2,2,2,1,2,2,24,0,0,0,0,0,1
48,321,3,3,4,1,4,5,1,3,3,4,3,3,3,2,0,1,0,0,0,0,0
8,333,4,5,4,2,1,4,1,1,5,2,5,4,4,1,0,0,1,0,0,0,0
30,135,4,1,1,1,4,4,4,4,1,1,1,2,1,4,0,1,1,0,1,0,0
28,846,2,2,2,1,2,2,2,2,4,4,5,4,5,2,35,1,0,0,1,0,1
43,2139,4,4,4,4,2,5,5,4,4,4,4,3,4,4,0,1,0,1,1,0,0
37,1610,2,5,5,5,2,3,4,2,2,2,2,3,2,4,0,1,0,1,1,0,0
61,258,3,3,3,1,4,3,4,4,3,3,5,4,5,4,48,1,1,0,0,0,0
45,468,1,3,1,4,1,1,1,1,3,3,3,4,4,1,0,1,0,0,0,0,0
64,834,5,5,5,5,5,5,5,5,2,1,5,3,5,5,0,1,0,0,0,0,0
18,936,3,5,3,3,5,3,5,5,3,3,5,4,4,5,0,0,1,0,0,0,0
27,1201,4,5,4,4,4,4,2,4,2,1,4,4,1,4,15,1,0,0,0,0,1
37,216,4,4,4,3,2,4,2,2,1,3,4,1,3,2,90,1,0,0,1,0,1
38,797,1,4,4,4,1,4,4,1,1,1,1,4,1,1,0,0,0,0,0,0,1
22,2475,1,2,3,2,1,1,1,1,4,4,3,4,4,1,0,0,0,1,1,0,0
39,370,1,1,1,3,1,1,1,1,1,2,3,1,3,1,61,0,0,1,1,0,0
45,3166,1,1,1,1,2,5,1,5,5,5,5,2,5,3,40,0,0,0,0,0,1
43,399,4,5,5,5,4,4,4,4,1,3,3,3,4,4,0,0,0,0,1,0,0
54,1846,1,1,3,1,5,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1
55,1167,1,4,1,1,5,4,5,4,4,1,4,3,4,4,58,1,0,1,1,0,0
10,789,1,4,1,4,1,1,1,1,4,2,5,4,4,1,0,0,0,0,0,0,1
49,2241,4,4,4,4,2,5,4,4,4,4,5,3,4,4,0,0,0,0,0,1,1
41,407,2,3,3,3,3,2,3,3,3,5,3,4,3,3,18,0,1,0,0,1,0
31,577,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0,0,0,1,1,0,0
70,204,1,3,0,2,4,0,3,4,2,2,2,2,2,4,44,1,0,0,0,0,1
42,2113,2,2,2,2,1,5,2,5,5,5,5,4,5,5,11,0,0,0,0,0,1
38,303,4,1,1,1,4,4,4,4,5,5,5,4,4,4,26,1,0,1,1,0,0
26,925,3,3,3,3,1,3,1,1,3,2,4,1,4,1,1,0,0,1,0,1,0
49,399,2,3,2,2,3,4,3,4,4,2,4,1,4,3,0,0,1,0,0,1,0
52,1440,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0,0,0,0,0,1
58,2091,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,1,0,0,0,0,1
33,1183,2,5,1,3,4,1,4,4,4,4,3,4,4,4,0,0,0,0,0,0,0
36,646,1,1,1,3,1,3,3,1,1,3,4,3,3,3,155,1,0,0,1,0,0
39,628,2,2,2,3,4,2,4,4,2,2,3,2,3,4,109,1,0,1,1,0,0
49,1521,5,5,5,5,4,4,4,4,5,5,4,4,5,4,202,1,0,1,1,0,0
43,251,4,4,5,4,4,5,5,4,4,4,4,4,4,3,8,1,0,1,1,0,0
39,1696,1,4,4,4,1,1,1,2,1,3,3,1,1,1,951,0,1,0,1,0,1
51,366,1,2,2,2,1,1,1,1,4,3,3,3,3,1,8,1,0,0,1,0,0
43,296,2,5,5,4,4,5,4,4,5,5,4,5,5,4,0,0,1,0,0,0,0
42,925,2,3,2,3,5,2,5,5,3,3,3,1,4,5,0,1,0,1,1,0,0
33,1055,1,4,1,4,2,1,1,2,5,3,4,5,4,2,0,0,1,0,1,0,0
16,304,0,0,0,3,3,0,3,3,4,1,5,2,1,3,3,0,0,1,0,1,0
40,1050,2,5,5,5,2,3,2,2,4,4,4,4,4,2,0,0,0,0,1,0,0
25,946,2,0,2,1,4,2,4,4,5,5,4,4,5,4,0,0,0,0,0,1,0
23,473,1,3,1,3,4,1,4,4,5,5,4,5,4,4,0,1,0,1,1,0,0
37,420,4,0,4,5,4,4,4,4,2,4,3,2,4,4,3,0,0,1,0,1,0
67,257,3,2,3,3,4,3,3,4,4,3,4,2,4,2,0,1,0,0,0,0,1
46,303,4,2,2,2,2,1,1,3,3,4,3,2,3,1,26,1,0,1,1,0,1
60,107,1,5,5,5,1,4,3,1,1,1,1,4,1,2,0,0,0,0,0,0,0
65,1124,2,1,2,3,3,2,3,3,2,4,3,2,3,3,0,1,0,0,1,0,0
11,774,2,5,2,1,4,2,4,4,4,5,5,3,5,4,0,1,1,0,0,1,0
47,1528,1,1,5,1,3,5,5,5,5,5,5,3,5,4,20,0,0,1,1,0,1
24,925,5,5,5,5,5,5,5,5,1,3,5,5,3,5,0,1,1,0,0,0,1
51,1107,1,3,3,3,2,3,3,1,1,1,1,4,1,4,2,1,0,1,1,0,0
62,2586,3,2,2,2,3,3,3,4,2,3,4,3,2,3,15,1,0,0,0,0,1
32,449,3,3,3,4,4,3,4,4,3,5,3,3,4,4,0,0,0,0,0,0,0
32,859,5,4,5,3,3,5,3,3,4,4,4,5,4,3,17,0,0,0,1,0,0
23,1020,4,5,4,1,4,4,4,4,3,4,5,3,5,4,0,0,0,1,1,0,0
60,930,2,4,2,3,3,2,3,3,1,1,3,4,4,3,0,1,0,1,1,0,0
31,1471,2,2,2,2,5,5,5,5,4,2,4,3,5,5,0,1,0,0,0,0,0
38,2492,2,3,3,3,3,4,3,2,2,2,2,3,2,1,43,0,0,0,0,0,1
31,191,2,5,5,5,2,2,2,2,4,5,4,1,3,2,24,0,0,0,0,0,1
8,431,3,2,3,3,3,3,3,3,1,2,4,1,4,3,0,1,0,0,0,0,0
58,1514,1,3,1,4,5,1,5,5,4,2,4,3,3,5,4,1,0,1,1,0,0
47,3077,4,4,4,4,3,5,1,4,4,4,4,2,4,1,23,1,0,0,1,0,0
50,575,5,5,5,5,4,2,1,2,2,2,2,5,2,4,0,1,0,0,0,0,1
39,3700,4,4,4,4,2,2,1,5,5,5,5,4,5,5,0,0,1,0,1,0,0
58,1944,3,2,2,2,4,4,3,3,3,3,3,4,3,1,28,0,0,1,1,0,1
37,200,2,4,0,4,4,0,4,4,1,2,5,1,5,4,60,1,0,0,0,0,0
25,1999,3,5,5,5,3,3,3,3,3,1,4,3,4,3,2,1,0,1,1,0,0
80,1990,2,2,2,2,5,4,5,5,5,5,5,4,5,5,9,0,0,1,1,0,0
26,547,4,3,4,2,4,4,4,4,5,5,2,4,3,4,0,1,0,0,0,0,1
34,965,4,4,5,3,5,5,5,5,4,3,4,4,5,5,0,0,0,0,1,0,1
70,140,1,3,3,3,2,2,2,4,4,4,1,1,4,3,0,0,0,1,1,0,0
65,591,2,5,2,2,4,2,4,4,3,4,4,3,4,4,71,0,1,0,0,1,1
30,1236,3,5,3,4,3,3,3,3,4,3,5,4,4,3,0,0,0,0,0,0,0
46,655,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,1,0,0,0,0,0
37,383,5,3,3,3,5,5,5,5,2,5,4,3,1,5,0,0,1,0,1,0,0
50,1182,1,3,1,4,2,3,4,3,3,1,3,3,3,2,68,1,1,0,1,0,0
26,508,5,5,5,5,4,5,4,4,1,1,4,1,1,4,9,0,1,0,1,0,0
40,2092,3,1,2,1,1,3,3,3,3,3,3,3,3,2,2,0,1,0,0,0,0
34,304,1,5,5,5,3,2,2,1,1,1,1,4,1,4,0,0,0,0,0,0,1
26,1096,3,3,3,3,4,3,4,4,2,2,3,3,4,4,0,1,0,1,1,0,0
19,1304,3,3,3,4,3,2,1,2,4,4,4,1,1,1,0,0,0,0,0,0,1
20,1372,3,3,3,5,3,3,3,1,3,3,3,3,4,3,3,1,0,0,0,0,1
27,1733,1,1,1,4,2,1,2,2,2,4,4,2,3,2,0,0,0,1,1,0,1
19,2596,4,4,4,4,4,4,4,4,1,4,2,2,5,4,0,1,1,0,1,0,1
20,216,4,2,4,4,3,4,4,3,2,3,4,1,4,3,0,1,1,0,1,0,0
51,3442,2,2,2,2,4,4,5,5,5,5,4,4,5,5,4,0,0,0,0,0,1
34,511,2,2,2,2,2,4,4,5,5,5,5,4,5,4,12,1,0,0,0,0,0
24,1620,4,4,4,1,1,4,1,1,5,5,5,5,4,1,0,1,0,1,1,0,0
21,204,5,0,5,1,4,5,4,4,5,4,5,4,4,4,0,1,0,1,1,0,1
28,828,3,3,3,2,4,3,4,4,1,5,3,1,4,4,19,1,1,0,1,0,0
59,2877,4,4,4,4,4,4,5,4,4,4,4,3,4,4,44,1,1,0,1,0,0
30,2552,4,2,2,2,4,4,4,4,2,4,2,4,1,4,0,0,1,0,1,0,0
35,1927,2,4,1,4,1,5,5,4,3,4,5,5,4,5,190,1,0,1,1,0,0
54,2399,5,3,5,4,3,5,3,3,3,2,4,2,3,3,0,1,0,1,1,0,0
27,2583,3,3,3,3,5,3,5,5,2,4,3,2,3,5,43,1,0,0,0,0,1
26,950,3,3,3,3,2,3,2,2,3,2,4,4,4,2,0,1,0,1,1,0,0
30,844,3,3,3,4,3,3,3,3,3,3,3,2,4,3,4,1,0,1,1,0,0
61,156,1,4,0,3,2,0,1,2,3,5,4,5,5,2,0,0,1,0,1,0,0
61,937,2,3,2,4,1,2,1,1,4,1,1,2,4,1,0,0,0,1,1,0,0
35,1189,2,2,2,2,2,4,5,5,5,5,5,1,5,5,23,0,0,1,0,0,0
48,370,4,5,2,1,5,2,5,5,3,4,4,5,5,5,89,0,0,0,1,0,1
50,711,3,4,3,2,3,3,3,3,3,4,4,5,5,3,0,0,0,0,0,0,1
34,782,3,3,3,3,4,3,4,4,1,5,3,2,4,4,0,0,1,0,0,1,0
68,405,2,3,2,4,5,2,1,2,2,2,2,5,2,4,0,1,1,1,1,0,0
62,1047,4,5,4,3,3,5,5,5,5,4,3,4,5,4,0,0,0,1,1,0,0
39,846,4,3,3,3,4,4,4,4,4,5,3,5,3,4,0,1,0,0,0,0,1
48,1854,1,1,1,1,4,4,4,2,2,2,2,3,2,4,14,0,1,0,1,0,0
54,1007,4,4,4,4,4,4,1,4,4,2,3,1,3,4,0,1,0,1,1,0,0
28,223,1,4,1,3,4,1,4,4,5,2,4,3,5,4,0,1,0,0,0,0,0
28,1121,1,4,1,4,5,1,5,5,5,4,5,3,5,5,0,1,0,0,0,0,1
19,352,2,2,2,2,5,5,5,5,3,3,2,5,5,5,0,0,0,0,1,0,1
60,1211,1,1,1,4,1,1,1,1,1,2,3,4,4,1,16,1,0,1,1,0,0
14,326,2,4,2,4,2,1,1,3,1,5,4,1,2,1,202,1,0,0,0,0,0
34,237,3,3,3,3,5,3,3,3,3,3,3,3,3,4,19,0,0,0,0,0,0
42,862,1,1,1,1,4,4,5,4,4,4,4,3,4,3,11,0,0,0,0,0,1
49,177,4,3,3,3,1,4,3,4,4,4,4,4,4,2,7,0,0,1,1,0,1
37,632,1,5,1,2,2,1,2,2,5,3,5,3,4,2,0,0,0,1,0,1,0
43,1450,2,5,5,5,1,2,3,2,2,2,2,2,2,1,34,1,0,0,0,0,1
18,3690,1,3,3,3,1,1,1,1,2,4,3,1,4,1,214,1,0,0,0,0,1
48,2454,3,3,3,3,2,3,4,5,5,5,5,3,5,5,4,1,0,0,0,1,0
33,1723,0,1,0,4,1,0,1,1,4,4,4,2,4,1,0,1,1,0,1,0,1
20,862,1,5,1,5,4,1,1,4,2,1,2,2,3,4,15,1,0,0,0,0,1
20,2041,1,1,1,1,3,3,3,3,5,1,4,5,3,3,0,0,0,1,1,0,0
42,3454,3,4,3,3,4,4,5,5,5,5,5,3,5,3,0,1,0,1,1,0,0
67,223,1,2,4,2,1,1,1,1,2,1,4,1,4,1,33,1,0,0,0,0,1
22,753,5,5,5,1,5,5,5,5,2,2,2,1,5,5,0,0,0,1,1,0,0
45,1700,3,3,3,3,2,4,5,4,4,4,4,3,4,3,0,0,0,0,0,0,1
48,1195,2,5,2,3,4,4,5,2,2,2,2,5,2,4,9,1,0,1,1,0,0
7,2677,2,2,3,3,3,1,1,1,3,3,3,1,1,1,0,1,0,0,1,0,1
54,255,1,1,4,1,4,5,5,4,4,4,4,5,4,5,0,0,0,0,0,0,0
